Time [s],Force Reaction (X) [N],Force Reaction (Y) [N],Force Reaction (Z) [N],Force Reaction (Total) [N],RPM,Feed_mm_per_sec,DOC_mm,sequence_id,Tool_Life_HSS_min
0.85,-1029.9,2254.1,-573.2,2543.6,3000,4,3,13,25.67956487805868
0.9,-986.3,2036.9,-485.2,2314.5,3000,4,3,13,25.67956487805868
0.95,-889.0,2431.5,-563.1,2649.5,3000,4,3,13,25.67956487805868
1.0,-991.2,2183.7,-648.5,2484.3,3000,4,3,13,25.67956487805868
1.05,-1130.9,2258.3,-542.9,2583.3,3000,4,3,13,25.67956487805868
1.1,-977.0,2165.3,-445.7,2417.0,3000,4,3,13,25.67956487805868
1.15,-998.7,2399.0,-481.0,2642.7,3000,4,3,13,25.67956487805868
1.2,-941.9,2076.5,-665.5,2375.2,3000,4,3,13,25.67956487805868
1.25,-1166.2,2345.7,-592.5,2685.8,3000,4,3,13,25.67956487805868
1.3,-1063.4,2160.2,-462.2,2451.7,3000,4,3,13,25.67956487805868
1.35,-876.6,2302.9,-667.0,2552.7,3000,4,3,13,25.67956487805868
1.4,-999.6,2101.5,-618.1,2407.8,3000,4,3,13,25.67956487805868
1.45,-1143.1,2366.8,-553.4,2686.1,3000,4,3,13,25.67956487805868
1.5,-1048.7,2137.0,-380.0,2410.6,3000,4,3,13,25.67956487805868
1.55,-904.8,2376.4,-526.9,2596.9,3000,4,3,13,25.67956487805868
1.6,-941.7,2018.4,-626.0,2313.6,3000,4,3,13,25.67956487805868
1.65,-1156.1,2463.0,-546.2,2775.1,3000,4,3,13,25.67956487805868
1.7,-947.9,2179.4,-379.1,2406.7,3000,4,3,13,25.67956487805868
1.75,-852.2,2382.7,-492.5,2578.0,3000,4,3,13,25.67956487805868
1.8,-956.1,2067.2,-661.0,2371.5,3000,4,3,13,25.67956487805868
1.85,-1134.5,2373.7,-526.7,2683.0,3000,4,3,13,25.67956487805868
1.9,-1015.5,2149.4,-418.5,2413.8,3000,4,3,13,25.67956487805868
1.95,-866.6,2518.2,-568.3,2723.1,3000,4,3,13,25.67956487805868
2.0,-1037.5,2082.6,-624.1,2409.0,3000,4,3,13,25.67956487805868
2.05,-1077.9,2368.6,-545.9,2659.0,3000,4,3,13,25.67956487805868
2.1,-1020.1,2065.7,-423.0,2342.4,3000,4,3,13,25.67956487805868
2.15,-847.3,2334.5,-543.5,2542.3,3000,4,3,13,25.67956487805868
2.2,-1056.0,2069.9,-689.0,2423.7,3000,4,3,13,25.67956487805868
2.25,-1062.5,2382.8,-577.8,2672.2,3000,4,3,13,25.67956487805868
2.3,-970.3,1922.4,-489.7,2208.4,3000,4,3,13,25.67956487805868
2.35,-901.1,2508.5,-505.1,2712.9,3000,4,3,13,25.67956487805868
2.4,-1008.0,1995.2,-674.8,2335.1,3000,4,3,13,25.67956487805868
2.45,-1102.2,2400.4,-494.4,2687.2,3000,4,3,13,25.67956487805868
2.5,-981.7,2060.1,-449.9,2326.0,3000,4,3,13,25.67956487805868
2.55,-841.2,2263.0,-514.5,2468.5,3000,4,3,13,25.67956487805868
2.6,-991.8,2178.3,-659.5,2482.7,3000,4,3,13,25.67956487805868
2.65,-1042.8,2265.6,-531.6,2550.1,3000,4,3,13,25.67956487805868
2.7,-1018.5,2093.1,-407.3,2363.1,3000,4,3,13,25.67956487805868
2.75,-778.9,2360.4,-485.5,2532.6,3000,4,3,13,25.67956487805868
2.8,-1013.7,1990.8,-688.4,2337.6,3000,4,3,13,25.67956487805868
2.85,-1173.9,2259.5,-614.2,2619.3,3000,4,3,13,25.67956487805868
2.9,-947.0,2118.8,-404.9,2355.8,3000,4,3,13,25.67956487805868
2.95,-832.7,2394.9,-555.2,2595.6,3000,4,3,13,25.67956487805868
3.0,-950.8,2175.5,-667.6,2466.2,3000,4,3,13,25.67956487805868
3.05,-1054.7,2269.7,-533.9,2559.1,3000,4,3,13,25.67956487805868
3.1,-1027.7,2055.4,-406.6,2333.7,3000,4,3,13,25.67956487805868
3.15,-898.4,2243.2,-593.5,2488.3,3000,4,3,13,25.67956487805868
3.2,-972.5,2039.2,-598.5,2337.2,3000,4,3,13,25.67956487805868
3.25,-1093.5,2280.6,-576.4,2594.0,3000,4,3,13,25.67956487805868
3.3,-994.9,2197.6,-420.2,2448.6,3000,4,3,13,25.67956487805868
3.35,-823.6,2428.8,-514.4,2615.7,3000,4,3,13,25.67956487805868
3.4,-992.8,2145.4,-584.5,2435.2,3000,4,3,13,25.67956487805868
3.45,-1127.7,2384.1,-545.0,2693.1,3000,4,3,13,25.67956487805868
3.5,-1010.3,2164.6,-400.0,2422.1,3000,4,3,13,25.67956487805868
3.55,-885.8,2379.4,-537.4,2595.1,3000,4,3,13,25.67956487805868
3.6,-945.2,1966.7,-698.7,2291.2,3000,4,3,13,25.67956487805868
3.65,-1145.2,2371.4,-528.0,2685.9,3000,4,3,13,25.67956487805868
3.7,-901.6,2224.3,-453.2,2442.5,3000,4,3,13,25.67956487805868
3.75,-879.4,2510.7,-594.7,2725.9,3000,4,3,13,25.67956487805868
3.8,-994.0,1929.1,-633.2,2260.7,3000,4,3,13,25.67956487805868
3.85,-971.2,2416.8,-596.6,2672.1,3000,4,3,13,25.67956487805868
3.9,-1030.2,2214.1,-452.0,2483.5,3000,4,3,13,25.67956487805868
3.95,-882.7,2311.5,-480.4,2520.5,3000,4,3,13,25.67956487805868
4.0,-988.0,1959.7,-639.0,2285.8,3000,4,3,13,25.67956487805868
4.05,-1103.2,2385.5,-603.3,2696.6,3000,4,3,13,25.67956487805868
4.1,-1061.9,2124.5,-408.8,2410.0,3000,4,3,13,25.67956487805868
4.15,-868.3,2260.4,-581.6,2490.3,3000,4,3,13,25.67956487805868
4.2,-1043.3,1956.3,-699.3,2324.7,3000,4,3,13,25.67956487805868
4.25,-1182.8,2303.9,-509.0,2639.3,3000,4,3,13,25.67956487805868
4.3,-1089.0,2012.0,-423.2,2326.6,3000,4,3,13,25.67956487805868
4.35,-814.7,2386.6,-552.0,2581.5,3000,4,3,13,25.67956487805868
4.4,-973.6,2220.6,-759.3,2540.8,3000,4,3,13,25.67956487805868
4.45,-1107.9,2324.7,-647.3,2655.3,3000,4,3,13,25.67956487805868
4.5,-990.5,2082.0,-388.7,2338.1,3000,4,3,13,25.67956487805868
4.55,-874.4,2501.1,-629.2,2723.2,3000,4,3,13,25.67956487805868
4.6,-983.8,2095.9,-653.8,2405.9,3000,4,3,13,25.67956487805868
4.65,-1055.0,2254.6,-565.8,2552.7,3000,4,3,13,25.67956487805868
4.7,-984.8,1909.1,-390.9,2183.4,3000,4,3,13,25.67956487805868
4.75,-872.5,2383.9,-603.9,2609.4,3000,4,3,13,25.67956487805868
4.8,-1003.7,2057.0,-573.4,2359.5,3000,4,3,13,25.67956487805868
4.85,-1053.7,2341.3,-534.1,2622.5,3000,4,3,13,25.67956487805868
4.9,-1039.1,2111.0,-431.5,2392.1,3000,4,3,13,25.67956487805868
4.95,-828.0,2181.5,-565.0,2400.8,3000,4,3,13,25.67956487805868
0.0,-1110.0,2239.4,-801.4,2624.7,5000,4,3,14,25.41854491037155
0.05,-1307.5,2555.6,-640.0,2941.1,5000,4,3,14,25.41854491037155
0.1,-1074.5,2338.9,-520.1,2625.9,5000,4,3,14,25.41854491037155
0.15,-932.5,2494.6,-746.8,2765.9,5000,4,3,14,25.41854491037155
0.2,-1216.0,2297.0,-862.7,2738.4,5000,4,3,14,25.41854491037155
0.25,-1254.1,2630.8,-628.7,2981.5,5000,4,3,14,25.41854491037155
0.3,-1078.3,2234.2,-535.7,2538.0,5000,4,3,14,25.41854491037155
0.35,-1025.0,2686.0,-667.0,2951.3,5000,4,3,14,25.41854491037155
0.4,-1043.2,2317.6,-812.4,2668.2,5000,4,3,14,25.41854491037155
0.45,-1159.5,2460.0,-713.1,2811.5,5000,4,3,14,25.41854491037155
0.5,-1154.0,2165.4,-599.6,2525.9,5000,4,3,14,25.41854491037155
0.55,-902.0,2618.4,-647.4,2844.1,5000,4,3,14,25.41854491037155
0.6,-1142.3,2351.9,-788.5,2731.0,5000,4,3,14,25.41854491037155
0.65,-1225.3,2515.3,-685.3,2880.6,5000,4,3,14,25.41854491037155
0.7,-1143.8,2270.5,-572.7,2606.0,5000,4,3,14,25.41854491037155
0.75,-922.5,2463.2,-693.1,2720.1,5000,4,3,14,25.41854491037155
0.8,-1041.5,2117.0,-745.2,2474.2,5000,4,3,14,25.41854491037155
0.85,-1163.2,2541.8,-736.8,2890.8,5000,4,3,14,25.41854491037155
0.9,-1136.5,2369.4,-619.5,2699.9,5000,4,3,14,25.41854491037155
0.95,-1026.5,2558.3,-696.8,2843.2,5000,4,3,14,25.41854491037155
1.0,-1032.6,2258.9,-813.7,2613.6,5000,4,3,14,25.41854491037155
1.05,-1321.1,2518.4,-634.1,2913.7,5000,4,3,14,25.41854491037155
1.1,-1033.6,2278.5,-527.1,2556.9,5000,4,3,14,25.41854491037155
1.15,-973.3,2352.1,-696.8,2639.2,5000,4,3,14,25.41854491037155
1.2,-1020.9,2208.9,-759.9,2549.3,5000,4,3,14,25.41854491037155
1.25,-1139.5,2525.6,-676.9,2852.2,5000,4,3,14,25.41854491037155
1.3,-1106.5,2422.4,-550.7,2719.5,5000,4,3,14,25.41854491037155
1.35,-1053.6,2570.4,-711.3,2867.6,5000,4,3,14,25.41854491037155
1.4,-1084.7,2180.0,-787.2,2559.1,5000,4,3,14,25.41854491037155
1.45,-1259.0,2755.6,-632.1,3094.8,5000,4,3,14,25.41854491037155
1.5,-1097.2,2279.5,-564.9,2592.2,5000,4,3,14,25.41854491037155
1.55,-1009.5,2609.9,-737.2,2893.8,5000,4,3,14,25.41854491037155
1.6,-1138.8,2249.3,-695.8,2615.4,5000,4,3,14,25.41854491037155
1.65,-1174.0,2584.5,-637.2,2909.3,5000,4,3,14,25.41854491037155
1.7,-1170.7,2341.2,-516.8,2668.1,5000,4,3,14,25.41854491037155
1.75,-965.8,2456.0,-676.0,2724.3,5000,4,3,14,25.41854491037155
1.8,-1193.0,2372.1,-733.6,2754.7,5000,4,3,14,25.41854491037155
1.85,-1119.2,2458.0,-649.9,2777.9,5000,4,3,14,25.41854491037155
1.9,-1128.7,2368.9,-600.1,2691.8,5000,4,3,14,25.41854491037155
1.95,-991.9,2608.4,-718.0,2881.5,5000,4,3,14,25.41854491037155
2.0,-1149.9,2328.2,-804.6,2718.5,5000,4,3,14,25.41854491037155
2.05,-1175.2,2519.8,-651.7,2855.7,5000,4,3,14,25.41854491037155
2.1,-1150.7,2214.7,-522.5,2549.9,5000,4,3,14,25.41854491037155
2.15,-1128.2,2577.9,-661.0,2890.5,5000,4,3,14,25.41854491037155
2.2,-1064.5,2274.1,-768.1,2625.8,5000,4,3,14,25.41854491037155
2.25,-1184.0,2576.6,-623.0,2903.3,5000,4,3,14,25.41854491037155
2.3,-1257.8,2244.6,-556.5,2632.5,5000,4,3,14,25.41854491037155
2.35,-1004.4,2642.2,-729.1,2919.2,5000,4,3,14,25.41854491037155
2.4,-1209.3,2282.4,-747.4,2688.9,5000,4,3,14,25.41854491037155
2.45,-1183.7,2547.5,-586.6,2869.7,5000,4,3,14,25.41854491037155
2.5,-1096.6,2310.9,-573.4,2621.4,5000,4,3,14,25.41854491037155
2.55,-1027.9,2490.4,-648.9,2771.2,5000,4,3,14,25.41854491037155
2.6,-1230.6,2235.2,-768.7,2664.8,5000,4,3,14,25.41854491037155
2.65,-1223.5,2565.9,-688.0,2924.7,5000,4,3,14,25.41854491037155
2.7,-1087.9,2089.0,-551.9,2419.0,5000,4,3,14,25.41854491037155
2.75,-1073.2,2522.8,-685.6,2826.0,5000,4,3,14,25.41854491037155
2.8,-1097.7,2241.6,-842.5,2634.3,5000,4,3,14,25.41854491037155
2.85,-1218.5,2485.6,-748.0,2867.5,5000,4,3,14,25.41854491037155
2.9,-993.7,2344.1,-601.9,2616.2,5000,4,3,14,25.41854491037155
2.95,-1051.2,2588.3,-636.8,2865.3,5000,4,3,14,25.41854491037155
3.0,-1051.6,2352.3,-826.0,2705.8,5000,4,3,14,25.41854491037155
3.05,-1161.3,2670.2,-697.2,2994.1,5000,4,3,14,25.41854491037155
3.1,-1125.5,2178.2,-536.6,2509.8,5000,4,3,14,25.41854491037155
3.15,-978.8,2633.3,-746.1,2906.7,5000,4,3,14,25.41854491037155
3.2,-1170.9,2343.7,-768.1,2730.2,5000,4,3,14,25.41854491037155
3.25,-1240.5,2615.8,-702.6,2979.1,5000,4,3,14,25.41854491037155
3.3,-1146.3,2389.4,-579.5,2712.8,5000,4,3,14,25.41854491037155
3.35,-1013.6,2557.7,-601.7,2816.2,5000,4,3,14,25.41854491037155
3.4,-1057.4,2335.9,-753.3,2672.5,5000,4,3,14,25.41854491037155
3.45,-1267.1,2517.1,-793.1,2927.5,5000,4,3,14,25.41854491037155
3.5,-1171.0,2283.7,-539.7,2622.5,5000,4,3,14,25.41854491037155
3.55,-940.2,2736.4,-733.2,2984.9,5000,4,3,14,25.41854491037155
3.6,-1046.5,2395.3,-777.6,2727.2,5000,4,3,14,25.41854491037155
3.65,-1155.9,2719.6,-726.6,3043.1,5000,4,3,14,25.41854491037155
3.7,-1154.8,2215.8,-464.9,2541.6,5000,4,3,14,25.41854491037155
3.75,-1012.4,2493.2,-661.1,2770.9,5000,4,3,14,25.41854491037155
3.8,-1132.2,2295.2,-821.8,2688.0,5000,4,3,14,25.41854491037155
3.85,-1216.1,2595.7,-741.4,2960.9,5000,4,3,14,25.41854491037155
3.9,-1092.2,2510.0,-524.2,2787.1,5000,4,3,14,25.41854491037155
3.95,-1025.5,2644.4,-731.1,2929.0,5000,4,3,14,25.41854491037155
4.0,-1003.5,2130.2,-827.0,2495.7,5000,4,3,14,25.41854491037155
4.05,-1110.1,2581.2,-676.5,2890.1,5000,4,3,14,25.41854491037155
4.1,-1236.1,2190.1,-578.6,2580.6,5000,4,3,14,25.41854491037155
4.15,-982.5,2583.8,-587.6,2826.1,5000,4,3,14,25.41854491037155
4.2,-1136.8,2123.2,-872.6,2561.5,5000,4,3,14,25.41854491037155
4.25,-1151.8,2604.2,-670.1,2925.3,5000,4,3,14,25.41854491037155
4.3,-1054.8,2427.3,-528.9,2698.9,5000,4,3,14,25.41854491037155
4.35,-943.5,2518.3,-692.9,2777.1,5000,4,3,14,25.41854491037155
4.4,-977.0,2333.6,-749.6,2638.5,5000,4,3,14,25.41854491037155
4.45,-1281.2,2571.9,-577.9,2930.9,5000,4,3,14,25.41854491037155
4.5,-1041.4,2342.8,-558.5,2624.0,5000,4,3,14,25.41854491037155
4.55,-980.2,2427.4,-656.6,2698.9,5000,4,3,14,25.41854491037155
4.6,-1149.1,2185.7,-774.4,2588.0,5000,4,3,14,25.41854491037155
4.65,-1268.3,2406.3,-652.6,2797.3,5000,4,3,14,25.41854491037155
4.7,-1151.7,2183.7,-512.3,2521.4,5000,4,3,14,25.41854491037155
4.75,-1045.9,2494.8,-675.4,2788.2,5000,4,3,14,25.41854491037155
4.8,-1064.1,2281.9,-708.7,2615.6,5000,4,3,14,25.41854491037155
4.85,-1183.2,2589.1,-610.9,2911.5,5000,4,3,14,25.41854491037155
4.9,-1066.6,2268.5,-466.0,2549.7,5000,4,3,14,25.41854491037155
4.95,-1029.3,2704.4,-665.5,2969.2,5000,4,3,14,25.41854491037155
0.0,-2830.0,5086.8,-1970.3,6145.5,1000,4,5,15,23.340216132345134
0.05,-2947.7,5417.7,-1994.7,6482.2,1000,4,5,15,23.340216132345134
0.1,-3153.3,5827.2,-1773.0,6858.8,1000,4,5,15,23.340216132345134
0.15,-2872.1,5689.2,-2055.8,6696.4,1000,4,5,15,23.340216132345134
0.2,-3226.1,5766.8,-1731.9,6831.1,1000,4,5,15,23.340216132345134
0.25,-3023.7,5907.2,-1696.9,6849.7,1000,4,5,15,23.340216132345134
0.3,-3175.6,5452.0,-1661.7,6524.6,1000,4,5,15,23.340216132345134
0.35,-3071.2,5902.7,-1564.4,6835.3,1000,4,5,15,23.340216132345134
0.4,-3040.8,5211.5,-1668.3,6260.1,1000,4,5,15,23.340216132345134
0.45,-2701.5,5310.0,-1645.8,6180.9,1000,4,5,15,23.340216132345134
0.5,-2827.9,5443.6,-1517.8,6319.3,1000,4,5,15,23.340216132345134
0.55,-2941.4,5562.2,-1698.8,6517.3,1000,4,5,15,23.340216132345134
0.6,-2703.9,5458.5,-1397.7,6249.8,1000,4,5,15,23.340216132345134
0.65,-2776.8,5506.2,-1574.1,6364.5,1000,4,5,15,23.340216132345134
0.7,-2678.0,5497.3,-1700.9,6347.0,1000,4,5,15,23.340216132345134
0.75,-2648.0,5751.5,-1711.8,6559.1,1000,4,5,15,23.340216132345134
0.8,-2754.1,5297.5,-1715.4,6212.2,1000,4,5,15,23.340216132345134
0.85,-2499.9,5794.4,-1783.6,6557.9,1000,4,5,15,23.340216132345134
0.9,-2807.9,5664.7,-2031.9,6640.9,1000,4,5,15,23.340216132345134
0.95,-2944.2,5167.4,-1999.8,6274.6,1000,4,5,15,23.340216132345134
1.0,-2877.0,5191.4,-1994.4,6261.4,1000,4,5,15,23.340216132345134
1.05,-2838.2,5276.3,-2139.9,6361.9,1000,4,5,15,23.340216132345134
1.1,-3047.0,5712.8,-1991.3,6773.9,1000,4,5,15,23.340216132345134
1.15,-3129.9,5638.6,-1926.1,6730.5,1000,4,5,15,23.340216132345134
1.2,-3080.9,5839.9,-1838.1,6853.9,1000,4,5,15,23.340216132345134
1.25,-3081.0,5316.0,-1646.6,6361.1,1000,4,5,15,23.340216132345134
1.3,-3113.4,5819.9,-1587.1,6788.5,1000,4,5,15,23.340216132345134
1.35,-3110.1,5576.8,-1526.8,6565.4,1000,4,5,15,23.340216132345134
1.4,-2812.1,5524.7,-1611.7,6405.3,1000,4,5,15,23.340216132345134
1.45,-2939.0,5658.4,-1482.9,6546.3,1000,4,5,15,23.340216132345134
1.5,-3053.8,5386.5,-1378.8,6343.5,1000,4,5,15,23.340216132345134
1.55,-2668.2,5420.8,-1696.3,6275.5,1000,4,5,15,23.340216132345134
1.6,-2639.3,5324.7,-1535.0,6138.0,1000,4,5,15,23.340216132345134
1.65,-2683.1,6003.1,-1534.1,6752.0,1000,4,5,15,23.340216132345134
1.7,-2482.2,5398.7,-1595.5,6152.5,1000,4,5,15,23.340216132345134
1.75,-2540.0,5579.7,-1681.6,6357.1,1000,4,5,15,23.340216132345134
1.8,-2600.3,5877.9,-1825.5,6681.6,1000,4,5,15,23.340216132345134
1.85,-2738.4,5429.7,-1893.3,6369.1,1000,4,5,15,23.340216132345134
1.9,-2724.3,5300.5,-1862.4,6243.9,1000,4,5,15,23.340216132345134
1.95,-2850.9,5574.3,-2111.8,6607.6,1000,4,5,15,23.340216132345134
2.0,-2849.8,5350.5,-1977.0,6376.4,1000,4,5,15,23.340216132345134
2.05,-3049.9,5481.7,-1782.9,6521.5,1000,4,5,15,23.340216132345134
2.1,-2969.9,5644.3,-2128.6,6723.8,1000,4,5,15,23.340216132345134
2.15,-3270.4,5629.9,-1970.8,6802.6,1000,4,5,15,23.340216132345134
2.2,-3076.0,5504.3,-1857.7,6573.5,1000,4,5,15,23.340216132345134
2.25,-3104.3,5811.8,-1856.3,6845.4,1000,4,5,15,23.340216132345134
2.3,-3252.3,6155.4,-1633.0,7150.7,1000,4,5,15,23.340216132345134
2.35,-3126.3,5534.5,-1623.0,6560.4,1000,4,5,15,23.340216132345134
2.4,-2993.4,5546.7,-1388.8,6454.1,1000,4,5,15,23.340216132345134
2.45,-2986.5,5413.5,-1460.1,6352.7,1000,4,5,15,23.340216132345134
2.5,-2762.5,5131.1,-1495.7,6016.4,1000,4,5,15,23.340216132345134
2.55,-2831.0,5317.5,-1360.7,6175.9,1000,4,5,15,23.340216132345134
2.6,-2750.4,5526.0,-1441.6,6338.8,1000,4,5,15,23.340216132345134
2.65,-2613.7,5663.0,-1309.9,6373.1,1000,4,5,15,23.340216132345134
2.7,-2680.4,5983.8,-1674.9,6767.3,1000,4,5,15,23.340216132345134
2.75,-2519.3,5903.7,-1668.8,6632.1,1000,4,5,15,23.340216132345134
2.8,-2617.0,5652.7,-1844.7,6496.5,1000,4,5,15,23.340216132345134
2.85,-2531.6,5702.2,-1826.2,6500.7,1000,4,5,15,23.340216132345134
2.9,-2856.5,6064.2,-1830.4,6948.7,1000,4,5,15,23.340216132345134
2.95,-2735.3,5685.3,-2154.4,6666.7,1000,4,5,15,23.340216132345134
3.0,-2887.6,5384.0,-1835.7,6379.3,1000,4,5,15,23.340216132345134
3.05,-2873.4,5468.9,-2096.0,6523.7,1000,4,5,15,23.340216132345134
3.1,-3012.1,5518.0,-1835.2,6549.0,1000,4,5,15,23.340216132345134
3.15,-3100.2,5745.6,-1845.0,6784.3,1000,4,5,15,23.340216132345134
3.2,-3229.7,5807.4,-1798.8,6884.3,1000,4,5,15,23.340216132345134
3.25,-3177.0,5634.5,-1812.3,6717.6,1000,4,5,15,23.340216132345134
3.3,-3229.6,5971.0,-1554.7,6964.2,1000,4,5,15,23.340216132345134
3.35,-2895.4,5459.0,-1618.6,6387.8,1000,4,5,15,23.340216132345134
3.4,-2661.6,5224.3,-1348.6,6016.4,1000,4,5,15,23.340216132345134
3.45,-3126.7,5087.0,-1402.7,6133.6,1000,4,5,15,23.340216132345134
3.5,-2821.5,5202.8,-1538.3,6115.3,1000,4,5,15,23.340216132345134
3.55,-2886.8,5697.3,-1365.0,6531.1,1000,4,5,15,23.340216132345134
3.6,-2660.8,5328.7,-1559.9,6157.0,1000,4,5,15,23.340216132345134
3.65,-2734.2,6041.5,-1505.6,6800.2,1000,4,5,15,23.340216132345134
3.7,-2496.6,5937.7,-1626.6,6643.4,1000,4,5,15,23.340216132345134
3.75,-2660.6,5942.9,-1747.7,6741.8,1000,4,5,15,23.340216132345134
3.8,-2759.2,5525.2,-1858.4,6449.3,1000,4,5,15,23.340216132345134
3.85,-2670.0,5384.7,-1851.3,6288.9,1000,4,5,15,23.340216132345134
3.9,-2760.1,5454.3,-2018.6,6437.6,1000,4,5,15,23.340216132345134
3.95,-2837.7,5315.8,-2077.5,6373.8,1000,4,5,15,23.340216132345134
4.0,-2834.9,5044.6,-1983.0,6116.9,1000,4,5,15,23.340216132345134
4.05,-3061.3,5429.0,-1980.3,6539.6,1000,4,5,15,23.340216132345134
4.1,-3124.4,5894.3,-1902.8,6937.2,1000,4,5,15,23.340216132345134
4.15,-2934.3,5667.9,-1851.0,6645.4,1000,4,5,15,23.340216132345134
4.2,-3149.6,5817.6,-1784.1,6851.8,1000,4,5,15,23.340216132345134
4.25,-3223.5,5692.2,-1683.1,6754.6,1000,4,5,15,23.340216132345134
4.3,-3085.5,5766.0,-1579.7,6727.7,1000,4,5,15,23.340216132345134
4.35,-3041.0,5882.6,-1444.4,6777.8,1000,4,5,15,23.340216132345134
4.4,-3167.5,5600.2,-1645.1,6640.9,1000,4,5,15,23.340216132345134
4.45,-3139.0,5439.3,-1596.7,6479.8,1000,4,5,15,23.340216132345134
4.5,-2979.1,5087.2,-1392.9,6057.6,1000,4,5,15,23.340216132345134
4.55,-2845.6,5758.7,-1501.9,6596.6,1000,4,5,15,23.340216132345134
4.6,-2680.8,5169.5,-1456.8,6002.7,1000,4,5,15,23.340216132345134
4.65,-2833.0,5248.6,-1741.0,6213.3,1000,4,5,15,23.340216132345134
4.7,-2561.7,5602.3,-1634.4,6373.3,1000,4,5,15,23.340216132345134
4.75,-2705.4,5780.5,-1817.8,6636.1,1000,4,5,15,23.340216132345134
4.8,-2440.8,5648.2,-1699.3,6383.4,1000,4,5,15,23.340216132345134
4.85,-2659.1,5477.4,-1789.1,6346.1,1000,4,5,15,23.340216132345134
4.9,-2591.6,5410.0,-1936.1,6303.4,1000,4,5,15,23.340216132345134
4.95,-2783.1,5122.0,-2062.7,6183.5,1000,4,5,15,23.340216132345134
0.0,-2400.7,4272.3,-1808.6,5223.7,3000,4,5,16,22.832972218143098
0.05,-2701.6,4777.8,-1669.0,5736.9,3000,4,5,16,22.832972218143098
0.1,-2525.5,4877.9,-1470.9,5686.4,3000,4,5,16,22.832972218143098
0.15,-2615.8,4623.0,-1256.0,5458.2,3000,4,5,16,22.832972218143098
0.2,-2214.4,4618.2,-1328.6,5291.2,3000,4,5,16,22.832972218143098
0.25,-2198.2,5206.9,-1480.8,5842.6,3000,4,5,16,22.832972218143098
0.3,-2302.1,4592.7,-1747.7,5426.5,3000,4,5,16,22.832972218143098
0.35,-2725.6,4441.5,-1830.2,5523.2,3000,4,5,16,22.832972218143098
0.4,-2840.2,5103.7,-1516.3,6034.4,3000,4,5,16,22.832972218143098
0.45,-2633.7,4662.9,-1459.7,5550.7,3000,4,5,16,22.832972218143098
0.5,-2427.2,4285.4,-1269.4,5086.0,3000,4,5,16,22.832972218143098
0.55,-2366.6,4949.7,-1362.0,5652.9,3000,4,5,16,22.832972218143098
0.6,-2258.9,4781.1,-1708.1,5556.8,3000,4,5,16,22.832972218143098
0.65,-2445.6,4454.1,-1757.7,5376.8,3000,4,5,16,22.832972218143098
0.7,-2715.6,4569.1,-1852.2,5628.7,3000,4,5,16,22.832972218143098
0.75,-2581.8,5058.2,-1484.6,5869.8,3000,4,5,16,22.832972218143098
0.8,-2659.4,4231.1,-1390.5,5187.3,3000,4,5,16,22.832972218143098
0.85,-2373.1,4371.2,-1313.3,5144.3,3000,4,5,16,22.832972218143098
0.9,-2225.1,4744.0,-1558.7,5466.8,3000,4,5,16,22.832972218143098
0.95,-2218.1,4747.0,-1737.6,5520.3,3000,4,5,16,22.832972218143098
1.0,-2325.4,4238.2,-1702.6,5125.3,3000,4,5,16,22.832972218143098
1.05,-2610.2,4791.0,-1656.7,5701.9,3000,4,5,16,22.832972218143098
1.1,-2484.5,4885.7,-1388.7,5654.3,3000,4,5,16,22.832972218143098
1.15,-2720.2,4291.8,-1154.5,5210.7,3000,4,5,16,22.832972218143098
1.2,-2289.4,4851.4,-1270.4,5512.9,3000,4,5,16,22.832972218143098
1.25,-2286.5,4910.1,-1496.3,5619.3,3000,4,5,16,22.832972218143098
1.3,-2242.1,4510.2,-1750.0,5332.1,3000,4,5,16,22.832972218143098
1.35,-2455.2,4434.7,-1651.2,5331.1,3000,4,5,16,22.832972218143098
1.4,-2556.2,4871.8,-1520.1,5707.9,3000,4,5,16,22.832972218143098
1.45,-2645.4,4530.6,-1336.2,5413.9,3000,4,5,16,22.832972218143098
1.5,-2308.8,4579.0,-1324.0,5296.3,3000,4,5,16,22.832972218143098
1.55,-2204.5,5025.5,-1380.3,5658.7,3000,4,5,16,22.832972218143098
1.6,-2230.6,5128.3,-1748.0,5859.2,3000,4,5,16,22.832972218143098
1.65,-2214.8,4824.7,-1662.3,5563.0,3000,4,5,16,22.832972218143098
1.7,-2382.7,4484.9,-1704.4,5356.9,3000,4,5,16,22.832972218143098
1.75,-2624.0,5239.0,-1550.6,6061.1,3000,4,5,16,22.832972218143098
1.8,-2590.5,4551.4,-1224.9,5378.3,3000,4,5,16,22.832972218143098
1.85,-2295.8,4289.3,-1293.6,5034.1,3000,4,5,16,22.832972218143098
1.9,-2320.9,5194.1,-1400.8,5859.0,3000,4,5,16,22.832972218143098
1.95,-2196.4,4519.3,-1826.1,5346.3,3000,4,5,16,22.832972218143098
2.0,-2205.0,4236.4,-1480.2,5000.0,3000,4,5,16,22.832972218143098
2.05,-2636.5,4630.5,-1689.2,5589.9,3000,4,5,16,22.832972218143098
2.1,-2583.0,5135.4,-1471.6,5933.8,3000,4,5,16,22.832972218143098
2.15,-2517.3,4166.7,-1246.5,5025.2,3000,4,5,16,22.832972218143098
2.2,-2247.9,4523.4,-1297.3,5215.1,3000,4,5,16,22.832972218143098
